Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2021,Spring,2021-sp,ADV,498,The Sandage Project,ONL,0,6,15,7,2,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2021,Spring,2021-sp,ADV,498,The Sandage Project,ONL,0,25,4,1,0,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2021,Spring,2021-sp,ADV,498,The Sandage Project,ONL,0,12,11,5,4,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2021,Spring,2021-sp,AE,140,CAD,ONL,0,40,4,7,8,2,2,0,0,4,1,0,6,0,"Woodard, Brian S"
2021,Spring,2021-sp,AE,202,Aerospace Flight Mechanics,ONL,17,41,13,10,11,5,3,1,0,0,3,1,0,0,"Putnam, Zachary R"
2021,Spring,2021-sp,AE,311,Incompressible Flow,OLC,3,18,7,0,1,1,0,1,0,0,0,0,0,0,"Saxton-Fox, Theresa A"
2021,Spring,2021-sp,AE,312,Compressible Flow,OLC,2,9,16,10,10,8,9,4,1,2,5,2,6,0,"Panerai, Francesco"
2021,Spring,2021-sp,AE,321,Mechs of Aerospace Structures,OLC,3,17,5,4,3,3,2,1,1,1,0,0,1,0,"Chew, Huck Beng"
2021,Spring,2021-sp,AE,323,Applied Aerospace Structures,OLC,2,13,11,8,16,8,7,9,0,0,8,5,3,0,"Geubelle, Philippe H"
2021,Spring,2021-sp,AE,352,Aerospace Dynamical Systems,ONL,4,7,0,2,10,5,5,3,0,0,1,1,0,0,"Langbort, Cedric"
2021,Spring,2021-sp,AE,353,Aerospace Control Systems,OLC,0,2,1,13,11,22,2,0,3,0,1,4,2,0,"Bretl, Timothy W"
2021,Spring,2021-sp,AE,353,Aerospace Control Systems,LCD,0,2,3,6,7,4,2,0,0,1,0,0,1,0,"Bretl, Timothy W"
2021,Spring,2021-sp,AE,370,Aerospace Numerical Methods,ONL,10,54,19,8,14,5,4,2,0,0,2,5,1,0,"Goza, Andres J"
2021,Spring,2021-sp,AE,410,Computational Aerodynamics,ONL,3,15,8,3,1,1,0,1,1,0,1,1,1,0,"Panesi, Marco"
2021,Spring,2021-sp,AE,435,Electric Propulsion,OLC,0,5,5,6,4,5,5,3,0,0,2,0,0,0,"Rovey, Joshua L"
2021,Spring,2021-sp,AE,443,Aerospace Systems Design II,LCD,0,5,14,11,2,0,0,0,0,0,0,0,0,0,"Merret, Jason M"
2021,Spring,2021-sp,AE,443,Aerospace Systems Design II,OLC,11,22,24,7,0,0,0,0,0,0,0,0,0,0,"Lembeck, Michael F"
2021,Spring,2021-sp,AE,461,Structures & Control Lab,OLC,5,7,44,24,16,7,3,6,3,2,1,1,1,0,"Chasiotis, Ioannis"
2021,Spring,2021-sp,AE,498,Intro to Human Spaceflight,OLC,4,15,3,2,3,0,0,1,0,0,0,0,0,0,"Lembeck, Michael F"
2021,Spring,2021-sp,AE,502,Advanced Orbital Mechanics,OLC,16,3,0,0,1,0,0,1,0,0,0,0,0,0,"Woollands, Robyn M"
2021,Spring,2021-sp,AFRO,100,Intro to African American St,ONL,36,19,6,5,1,3,0,0,2,0,0,0,4,0,"McMillion, Desiree Y"
2021,Spring,2021-sp,AFRO,101,"Black America, 1619-Present",OD,0,7,6,4,5,0,4,0,0,0,0,0,2,0,"McDuffie, Erik S"
2021,Spring,2021-sp,AFRO,101,"Black America, 1619-Present",OD,0,6,11,6,2,1,0,0,0,2,0,0,0,0,"McDuffie, Erik S"
2021,Spring,2021-sp,AFRO,103,Black Women in the Diaspora,ONL,2,1,4,0,4,2,1,0,1,0,0,2,4,0,"Flynn, Karen"
2021,Spring,2021-sp,AFRO,105,Black Literature in America,ONL,1,7,7,1,2,2,0,0,4,0,0,0,1,0,"Hunt, Irvin J"
2021,Spring,2021-sp,AFRO,132,African American Music,OLC,0,32,20,14,7,12,4,10,2,6,2,1,6,0,"Meyers, John P"
2021,Spring,2021-sp,AFRO,224,Race and Food Security,OLC,17,10,3,2,0,0,0,0,0,0,0,0,0,0,"Smith, Bobby J"
2021,Spring,2021-sp,AFRO,228,Hip Hop Music: History&Culture,ONL,0,26,3,1,0,0,0,0,0,0,0,0,0,0,"Meyers, John P"
2021,Spring,2021-sp,AFRO,243,Pan Africanism,ONL,0,6,8,3,2,2,1,0,0,0,0,0,0,0,"Bowen, Merle L"
2021,Spring,2021-sp,AFRO,261,Intro to the African Diaspora,ONL,0,2,9,4,4,1,0,3,1,0,2,0,0,0,"McDuffie, Erik S"
2021,Spring,2021-sp,AFST,210,Intro to Mod African Lit,ONL,0,11,8,5,3,2,0,2,0,0,0,0,3,0,"Basu, Manisha"
2021,Spring,2021-sp,AGCM,230,Ag & Env Photography,LBD,0,8,5,3,0,4,0,1,1,0,0,1,2,0,"Cupps-Miller, Heather A"
2021,Spring,2021-sp,AGCM,320,Public Information Campaigns,ONL,0,3,14,7,6,0,0,0,0,0,0,0,0,0,"Roberts, Owen A"
2021,Spring,2021-sp,AIS,101,Intro to Amer Indian Studies,ONL,0,19,4,0,1,0,1,1,0,0,0,0,0,0,"Larkin-Gilmore, Juliet C"
2021,Spring,2021-sp,AIS,101,Intro to Amer Indian Studies,ONL,6,18,0,2,2,0,0,1,0,0,1,0,0,0,"Marshall, Lindsay"
2021,Spring,2021-sp,AIS,265,Intro to American Indian Lit,ONL,2,4,0,3,6,1,0,1,2,0,2,0,2,0,"Rymhs, Deena M"
2021,Spring,2021-sp,AIS,285,Indigenous Thinkers,ONL,8,5,9,2,0,0,0,0,0,0,0,0,0,0,"Maldonado, Korinta"
2021,Spring,2021-sp,ALEC,540,Volunteer Management,ONL,16,5,2,1,2,0,0,0,0,1,0,0,0,0,"Taylor, Amanda D"
2021,Spring,2021-sp,ANSC,100,Intro to Animal Sciences,OLB,3,26,2,1,11,0,0,2,0,0,0,0,0,0,"Harsh, Bailey N"
2021,Spring,2021-sp,ANSC,101,Contemporary Animal Issues,OLC,54,93,0,0,21,0,0,7,0,0,3,0,0,0,"Dilger, Anna C"
2021,Spring,2021-sp,ANSC,103,Working With Farm Animals,ONL,0,56,0,0,2,0,0,0,0,0,0,0,0,0,"Parsons, Carl M"
2021,Spring,2021-sp,ANSC,205,World Animal Resources,ONL,40,25,6,0,5,1,2,1,2,1,1,1,2,0,"Parsons, Carl M"
2021,Spring,2021-sp,ANSC,207,Science of Pets and Their Care,ONL,8,5,2,5,3,1,2,1,2,0,1,0,2,0,"Frey, Katherine L"
2021,Spring,2021-sp,ANSC,207,Science of Pets and Their Care,ONL,6,6,0,2,3,0,1,1,0,0,0,0,4,0,"Au, Wesley"
2021,Spring,2021-sp,ANSC,207,Science of Pets and Their Care,ONL,6,11,2,0,3,0,1,2,0,1,0,0,1,0,"Au, Wesley"
2021,Spring,2021-sp,ANSC,207,Science of Pets and Their Care,ONL,15,9,0,0,1,1,0,1,0,0,0,1,1,0,"Au, Wesley"
2021,Spring,2021-sp,ANSC,207,Science of Pets and Their Care,ONL,2,5,2,4,3,2,0,3,2,1,0,2,3,0,"Frey, Katherine L"
2021,Spring,2021-sp,ANSC,210,Grilling and BBQ Science,ONL,38,28,0,4,3,0,1,0,0,0,1,0,5,0,"Klehm, Brandon J"
2021,Spring,2021-sp,ANSC,223,Animal Nutrition,OLC,0,92,0,24,33,0,8,7,0,4,2,0,4,0,"Dilger, Ryan N"
2021,Spring,2021-sp,ANSC,224,Animal Reproduction and Growth,OLC,12,24,17,20,29,22,8,13,6,4,7,3,5,0,"Miller, David J"
2021,Spring,2021-sp,ANSC,250,Companion Animals in Society,OLC,79,156,30,11,21,13,12,8,4,7,6,4,20,0,"Richardson, Sarah D"
2021,Spring,2021-sp,ANSC,298,Undergraduate Seminar,OLC,0,47,0,0,19,1,0,4,1,0,6,0,0,0,"Jones-Hamlow, Katelyn A"
2021,Spring,2021-sp,ANSC,305,Human Animal Interactions,OLC,27,26,8,2,2,2,3,1,0,0,0,1,1,0,"Richardson, Sarah D"
2021,Spring,2021-sp,ANSC,363,Behavior of Domestic Animals,ONL,2,24,7,5,12,2,0,7,1,0,3,0,1,0,"Kukekova, Anna V"
2021,Spring,2021-sp,ANSC,370,Companion Animal Policy,ONL,12,13,7,7,5,4,3,0,3,2,1,1,4,0,"Fischer-Brown, Amy E"
2021,Spring,2021-sp,ANSC,406,Zoo Animal Conservation Sci,ONL,60,58,17,5,13,1,4,4,0,0,1,0,1,0,"Roca, Alfred L"
2021,Spring,2021-sp,ANSC,407,Animal Shelter Management,ONL,0,9,6,5,8,5,1,2,0,1,1,0,0,0,"Fischer-Brown, Amy E"
2021,Spring,2021-sp,ANSC,409,Meat Science,ONL,0,17,0,0,6,0,0,1,0,0,0,0,0,0,"Harsh, Bailey N"
2021,Spring,2021-sp,ANSC,438,Lactation Biology,ONL,0,27,0,3,4,0,0,1,1,1,0,0,0,0,"Drackley, James K"
2021,Spring,2021-sp,ANSC,446,Population Genetics,ONL,2,15,0,2,2,1,2,3,1,0,0,0,2,0,"Roca, Alfred L"
2021,Spring,2021-sp,ANSC,450,Comparative Immunobiology,ONL,0,6,0,0,15,0,0,2,0,0,6,0,5,0,"Steelman, Andrew J"
2021,Spring,2021-sp,ANSC,498,Integrating Animal Sciences,OLC,7,33,8,3,5,0,0,0,0,0,1,0,0,0,"Schneider, Alicia M"
2021,Spring,2021-sp,ANSC,520,Protein and Energy Nutrition,OLC,2,4,5,3,3,4,1,1,0,1,1,0,2,0,"Stein, Hans-Henrik"
2021,Spring,2021-sp,ANSC,526,Adv Companion Animal Nutrition,ONL,0,27,0,0,4,0,0,0,0,0,0,0,0,0,"Swanson, Kelly S"
2021,Spring,2021-sp,ANTH,101,Introduction to Anthropology,OLC,66,32,59,23,27,22,21,14,14,14,4,6,64,0,"Ritchison, Brandon T"
2021,Spring,2021-sp,ANTH,102,Human Origins and Culture,OLC,7,13,18,15,16,3,3,3,2,1,0,0,0,0,"Polk, John D"
2021,Spring,2021-sp,ANTH,103,Anthro in a Changing World,ONL,387,135,47,23,15,10,6,9,5,2,6,1,15,0,"Martin, Jeffrey T"
2021,Spring,2021-sp,ANTH,105,World Archaeology,OLC,13,15,2,2,4,0,1,1,0,0,0,0,0,0,"Bishop, Katelyn J"
2021,Spring,2021-sp,ANTH,106,Hist Arch Americas,OLC,11,57,7,1,5,6,1,0,0,1,1,0,3,0,"Arjona, Jamie M"
2021,Spring,2021-sp,ANTH,160,Race & Contemporary Issues,OLC,8,14,3,0,0,0,0,1,0,0,0,0,0,0,"Rosas, Gilberto"
2021,Spring,2021-sp,ANTH,180,The Archaeology of Death,OLC,155,89,8,11,13,1,2,1,2,0,4,0,0,0,"Silverman, Helaine I"
2021,Spring,2021-sp,ANTH,182,Latin American Cultures,OLC,11,7,1,0,1,1,1,0,0,1,0,0,0,0,"Maldonado, Korinta"
2021,Spring,2021-sp,ANTH,230,Sociocultural Anthropology,OD,2,4,5,3,2,0,0,2,2,1,0,1,3,0,"Orta, Andrew"
2021,Spring,2021-sp,ANTH,246,Forensic Science,ONL,83,268,34,42,39,15,15,21,5,10,4,2,35,0,"Hughes, Cris E"
2021,Spring,2021-sp,ANTH,246,Forensic Science,ONL,0,473,20,24,25,6,8,6,5,1,2,3,5,0,"Hughes, Cris E"
2021,Spring,2021-sp,ANTH,249,Evolution and Human Disease,OLC,0,17,0,3,3,0,0,1,0,0,1,1,0,0,"Sgheiza, Valerie"
2021,Spring,2021-sp,ANTH,268,Images of the Other,OLC,2,6,13,10,1,1,0,3,2,0,1,0,0,0,"Dominguez, Virginia R"
2021,Spring,2021-sp,ANTH,462,Museum Theory and Practice,OLC,19,6,1,1,2,0,1,0,0,0,1,0,2,0,"Frankenberg, Susan R"
2021,Spring,2021-sp,ARAB,150,Lang&Culture of Arab World,ONL,9,5,4,0,1,1,2,1,1,2,2,3,9,0,"Saadah, Eman"
2021,Spring,2021-sp,ARCH,172,Drawing and Modeling,OLC,62,30,19,11,11,4,0,3,1,0,2,0,2,0,"Brakke, Aaron P"
2021,Spring,2021-sp,ARCH,232,Structural Fundamentals,OLC,9,18,11,6,17,5,3,4,2,5,3,0,11,0,"Aminmansour, Abbas"
2021,Spring,2021-sp,ARCH,274,Representation,OLC,12,33,10,8,12,1,2,2,2,0,1,0,8,0,"Yi, Yun Kyu"
2021,Spring,2021-sp,ARCH,407,Rome: City of Visible History,OLC,3,3,6,2,4,3,2,0,0,0,0,0,0,0,"Grossman, Heather E"
2021,Spring,2021-sp,ARCH,416,Architecture of the U.S.,OLC,2,6,8,7,4,2,0,2,0,0,2,0,1,0,"Johnson, Tait R"
2021,Spring,2021-sp,ARCH,435,Struct Sys and Const Methods,OLC,10,17,19,11,8,8,6,3,2,1,1,1,0,0,"Krishnan, Sudarshan"
2021,Spring,2021-sp,ARCH,501,Architectural Practice,ONL,10,22,18,10,2,1,0,0,0,0,0,0,0,0,"Deutsch, Randall"
2021,Spring,2021-sp,ARCH,517,Arch History 1850-Present,OLC,7,11,10,10,4,3,1,3,1,0,0,0,0,0,"Bross, Benjamin A"
2021,Spring,2021-sp,ARCH,593,Design & Construction Futures,ONL,14,24,3,1,1,0,1,1,0,0,0,0,0,0,"Johnson, Tait R"
2021,Spring,2021-sp,ART,310,Design Thinking,OLB,20,17,0,0,0,1,1,1,1,0,0,0,0,0,"Anderson, Noel"
2021,Spring,2021-sp,ARTD,209,Chado (The Way of Tea),ONL,9,14,4,6,0,1,0,0,1,0,1,0,0,0,"Gunji-Ballsrud, Jennifer"
2021,Spring,2021-sp,ARTD,218,Interaction Design Foundation,OLB,16,5,1,1,1,0,0,0,0,0,0,0,0,0,"Mercer, Lisa"
2021,Spring,2021-sp,ARTD,218,Interaction Design Foundation,OLB,20,2,0,2,0,0,0,0,1,0,0,0,0,0,"Mercer, Lisa"
2021,Spring,2021-sp,ARTD,218,Interaction Design Foundation,OLB,1,3,4,3,2,3,0,0,1,0,0,0,5,0,"Alvarez, Guido"
2021,Spring,2021-sp,ARTD,299,Exploring Anime,OLB,7,12,2,2,0,0,0,0,1,0,0,0,0,0,"Stirek, Lindsey L"
2021,Spring,2021-sp,ARTD,299,Queer Manga,OLB,0,17,2,0,2,0,1,1,0,0,1,0,0,0,"Stirek, Lindsey L"
2021,Spring,2021-sp,ARTD,299,Illustration,OLB,17,2,1,0,1,0,0,1,0,0,0,0,0,0,"Robinson, Stacey"
2021,Spring,2021-sp,ARTD,326,Sustainability & Manufacturing,OLC,38,10,5,0,2,0,1,0,0,0,0,0,2,0,"Fugler, Jessica"
2021,Spring,2021-sp,ARTD,418,Advanced Interaction Design,OLB,10,3,0,1,1,0,1,1,1,0,1,1,1,0,"Ruecker, Stanley"
2021,Spring,2021-sp,ARTD,418,Advanced Interaction Design,OLB,9,2,1,2,1,1,1,1,2,1,0,0,0,0,"Ruecker, Stanley"
2021,Spring,2021-sp,ARTD,418,Advanced Interaction Design,OLB,9,4,2,2,1,0,2,0,1,0,0,0,1,0,"Ruecker, Stanley"
2021,Spring,2021-sp,ARTD,448,Professional Design Practice,OLC,31,8,2,4,0,3,1,1,1,1,0,1,1,0,"Kendall, James W"
2021,Spring,2021-sp,ARTD,471,Graphic Design Capstone,OLB,2,13,4,1,1,1,0,0,1,0,0,0,0,0,"Anderson, Noel"
2021,Spring,2021-sp,ARTE,101,"Art, Design, and Society",OLC,90,12,16,9,15,4,3,5,2,1,3,1,10,0,"Lucero, Jorge"
2021,Spring,2021-sp,ARTH,211,Design History Survey,OLC,10,91,23,11,18,6,2,4,1,0,2,1,3,0,"Weissman, Terri"
2021,Spring,2021-sp,ARTH,235,Art and Power in 17th c Europe,OLC,1,7,9,4,3,5,1,2,0,0,0,0,1,0,"Rosenthal, Lisa"
2021,Spring,2021-sp,ARTH,242,Art Since 1940,OLC,2,9,12,9,5,2,0,1,0,0,3,0,1,0,"Romberg, Kristin"
2021,Spring,2021-sp,ARTH,361,Contemporary Art,OLC,0,5,6,12,11,6,0,2,1,0,0,0,0,0,"Reitz, Erin E"
2021,Spring,2021-sp,ARTH,403,Word and Image in Chinese Art,OLC,2,10,3,2,2,5,1,3,0,0,0,0,2,0,"Burkus-Chasson, Anne"
2021,Spring,2021-sp,ARTS,220,Introduction to Fashion,ONL,19,9,0,1,2,0,0,1,0,0,0,0,0,0,"Becker, Susan E"
2021,Spring,2021-sp,ASRM,210,Theory of Interest,ONL,4,7,9,3,8,2,0,1,1,1,0,1,0,0,"Cole, Paa Kow"
2021,Spring,2021-sp,ASRM,406,Lin Algebra & Financial Apps,ONL,0,24,6,2,1,4,0,2,0,0,0,0,2,0,"Rosenblatt, Joseph M"
2021,Spring,2021-sp,ASRM,409,Stoch Proc for Fin & Insurance,ONL,19,25,5,4,8,2,5,6,2,2,0,2,0,0,"Freiji, Claudia G"
2021,Spring,2021-sp,ASRM,410,Investments and Fin Markets,ONL,37,2,2,1,3,1,1,2,0,1,2,1,0,0,"Chong, Wing Fung"
2021,Spring,2021-sp,ASRM,461,Loss Models,ONL,17,9,8,5,1,4,2,1,0,0,0,0,0,0,"Cole, Paa Kow"
2021,Spring,2021-sp,ASRM,472,Life Contingencies II,ONL,11,6,3,2,1,6,4,1,1,0,0,0,0,0,"Cole, Paa Kow"
2021,Spring,2021-sp,ASTR,100,Introduction to Astronomy,ONL,33,47,28,20,14,4,10,5,2,0,3,0,3,0,"Winans, Amanda"
2021,Spring,2021-sp,ASTR,100,Introduction to Astronomy,ONL,23,47,26,12,29,9,9,4,5,6,8,13,31,0,"Winans, Amanda"
2021,Spring,2021-sp,ASTR,121,Solar System and Worlds Beyond,OLC,51,32,23,12,15,4,8,5,2,1,2,0,13,0,"Winans, Amanda"
2021,Spring,2021-sp,ASTR,122,Stars and Galaxies,OLC,55,51,13,11,19,3,8,4,4,1,1,0,10,0,"Dunne, Bryan C"
2021,Spring,2021-sp,ASTR,150,Killer Skies: Astro-Disasters,OLC,66,24,5,4,6,3,1,2,0,3,1,2,6,0,"Dunne, Bryan C"
2021,Spring,2021-sp,ASTR,210,Introduction to Astrophysics,OLC,17,27,4,1,4,0,2,3,1,0,3,1,8,0,"Kemball, Athol J"
2021,Spring,2021-sp,ASTR,310,Computing in Astronomy,OLC,0,24,3,1,4,1,0,3,0,0,3,0,3,0,"Ricker, Paul M"
2021,Spring,2021-sp,ASTR,330,Extraterrestrial Life,ONL,30,102,29,16,7,3,0,2,0,0,0,0,5,0,"Liu, Xin"
2021,Spring,2021-sp,ASTR,405,Planetary Systems,OLC,7,9,6,2,3,0,5,3,2,1,1,1,1,0,"Wong, Tony"
2021,Spring,2021-sp,ASTR,414,Astronomical Techniques,OLC,7,6,1,3,2,3,0,0,0,0,2,0,0,0,"Shen, Yue"
2021,Spring,2021-sp,ATMS,100,Introduction to Meteorology,OLC,9,29,13,19,37,10,6,16,0,3,4,0,12,0,"Frame, Jeffrey"
2021,Spring,2021-sp,ATMS,120,Severe and Hazardous Weather,OLC,61,233,36,34,80,16,8,15,3,7,3,0,12,0,"Choate, Jessica J"
2021,Spring,2021-sp,ATMS,140,Climate and Global Change,OLC,3,13,12,9,7,2,6,1,6,1,5,3,7,0,"Hence, Deanna"
2021,Spring,2021-sp,ATMS,306,Cloud Physics,LEC,0,7,6,0,2,0,0,4,1,0,0,0,1,0,"Lasher-Trapp, Sonia"
2021,Spring,2021-sp,ATMS,517,Data Science for Geosciences,ONL,14,4,0,3,0,0,0,0,0,0,0,0,0,0,"Klees, Alicia M"
2021,Spring,2021-sp,BADM,210,Business Analytics I,OLC,1,44,29,17,21,8,7,15,3,1,3,0,3,0,"Larson, Eric"
2021,Spring,2021-sp,BADM,210,Business Analytics I,OLC,0,80,19,8,28,7,9,9,7,0,4,2,5,0,"Larson, Eric"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,1,30,6,4,1,0,1,2,0,0,0,0,0,0,"Virudachalam, Vanitha"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,3,21,7,2,5,2,2,0,1,0,0,0,0,0,"Virudachalam, Vanitha"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,1,31,5,1,3,1,0,0,0,0,0,0,1,0,"Virudachalam, Vanitha"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,36,5,1,0,0,0,0,0,1,0,0,0,0,"Ahsen, Mehmet E"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,36,5,1,1,0,1,0,1,0,0,0,0,0,"Ahsen, Mehmet E"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,32,4,4,3,1,0,0,0,1,0,0,0,0,"Ahsen, Mehmet E"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,20,7,7,2,3,1,0,3,0,0,0,0,0,"Guggenheim, David R"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,18,7,9,4,0,2,1,1,2,0,1,0,0,"Sachdev, Vishal"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,16,12,5,4,4,1,0,0,1,0,0,0,0,"Sachdev, Vishal"
2021,Spring,2021-sp,BADM,211,Business Analytics II,ONL,0,18,7,3,6,1,1,2,4,0,0,0,0,0,"Guggenheim, David R"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,22,15,1,1,1,0,0,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,14,17,4,1,1,0,2,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,11,18,6,0,0,2,0,1,0,0,0,0,0,0,"Anand, Gopesh J"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,7,33,9,1,1,0,0,0,0,0,0,0,0,0,"Wang, Yixin"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,10,8,1,1,0,0,0,1,1,1,0,0,0,0,"Han, Rongqing"
2021,Spring,2021-sp,BADM,275,Operations Management,ONL,18,24,5,4,0,0,1,0,0,0,0,0,0,0,"Han, Rongqing"
2021,Spring,2021-sp,BADM,275,Operations Management,LCD,18,18,6,3,0,0,0,0,0,1,0,0,0,0,"Baddam, Swathi Reddy"
2021,Spring,2021-sp,BADM,300,The Legal Environment of Bus,OLC,31,77,42,14,14,7,3,2,2,1,0,1,1,0,"Warnick, Emerson T"
2021,Spring,2021-sp,BADM,300,The Legal Environment of Bus,OLC,116,42,13,15,3,1,1,2,1,0,1,0,4,0,"Wright, Margaret"
2021,Spring,2021-sp,BADM,310,Mgmt and Organizational Beh,OLC,174,125,28,4,10,2,3,1,0,0,0,0,7,0,"White, Judith B"
2021,Spring,2021-sp,BADM,310,Mgmt and Organizational Beh,ONL,0,178,71,38,37,17,14,13,5,0,7,3,6,0,"Gill, Shahbaz"
2021,Spring,2021-sp,BADM,311,Leading Individuals and Teams,LCD,8,13,8,13,12,3,2,0,1,0,0,0,0,0,"Yates, Miriam"
2021,Spring,2021-sp,BADM,311,Leading Individuals and Teams,LCD,6,6,15,9,12,4,1,0,0,0,0,0,0,0,"Yates, Miriam"
2021,Spring,2021-sp,BADM,312,Designing and Managing Orgs,LCD,6,26,3,1,0,0,0,0,0,0,0,0,0,0,"Li, Ying"
2021,Spring,2021-sp,BADM,312,Designing and Managing Orgs,LCD,1,11,12,6,2,1,2,1,3,0,0,0,2,0,"Love, E G"
2021,Spring,2021-sp,BADM,312,Designing and Managing Orgs,LCD,8,7,6,7,12,4,0,0,0,0,0,0,0,0,"Kraatz, Matthew S"
2021,Spring,2021-sp,BADM,313,Strategic Human Res Management,ONL,26,14,1,1,1,0,1,2,0,0,2,0,1,0,"Bruce, Joshua R"
2021,Spring,2021-sp,BADM,313,Strategic Human Res Management,ONL,25,8,2,1,3,1,0,0,0,0,0,0,1,0,"Bruce, Joshua R"
2021,Spring,2021-sp,BADM,314,Leading Negotiations,ONL,9,15,10,5,6,1,4,1,2,2,2,0,0,0,"Ward, Sarah"
2021,Spring,2021-sp,BADM,314,Leading Negotiations,ONL,19,30,7,4,1,3,0,0,0,0,0,0,0,0,"White, Judith B"
2021,Spring,2021-sp,BADM,320,Principles of Marketing,OLC,217,135,35,23,14,5,7,1,1,0,0,0,1,0,"Wolters, Mark E"
2021,Spring,2021-sp,BADM,320,Principles of Marketing,ONL,145,128,42,29,28,8,8,5,0,1,0,0,1,0,"Wolters, Mark E"
2021,Spring,2021-sp,BADM,322,Marketing Research,ONL,0,30,8,2,0,0,0,0,0,0,0,0,0,0,"Kim, Myoung Hee"
2021,Spring,2021-sp,BADM,322,Marketing Research,ONL,0,30,3,2,0,0,0,0,0,0,0,0,0,0,"Kim, Myoung Hee"
2021,Spring,2021-sp,BADM,322,Marketing Research,ONL,0,31,5,1,0,2,0,0,0,0,0,0,0,0,"Kim, Myoung Hee"
2021,Spring,2021-sp,BADM,323,Marketing Communications,ONL,0,17,0,0,28,0,0,3,0,0,0,0,0,0,"Shavitt, Sharon"
2021,Spring,2021-sp,BADM,323,Marketing Communications,ONL,0,27,0,0,24,0,0,2,0,0,0,0,0,0,"Shavitt, Sharon"
2021,Spring,2021-sp,BADM,325,Consumer Behavior,ONL,5,32,5,3,5,2,1,0,0,0,0,0,1,0,"Noel, Hayden N"
2021,Spring,2021-sp,BADM,325,Consumer Behavior,ONL,13,25,2,3,0,0,0,0,0,0,0,0,0,0,"Koo, Minkyung"
2021,Spring,2021-sp,BADM,326,Pricing Strategy,ONL,6,14,2,4,5,0,0,2,0,0,1,0,0,0,"Liu, Yunchuan"
2021,Spring,2021-sp,BADM,327,Marketing to Business and Govt,ONL,12,15,2,2,1,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
2021,Spring,2021-sp,BADM,329,New Product Development,ONL,1,36,3,4,0,1,0,0,0,0,0,0,0,0,"Sethi, Simrun S"
2021,Spring,2021-sp,BADM,330,Brand Management,ONL,25,10,0,0,2,1,0,0,0,0,0,0,1,0,"Danienta, Nadia R"
2021,Spring,2021-sp,BADM,335,Supply Chain Management Basics,ONL,0,6,5,6,3,4,0,1,0,0,0,0,0,0,"Scott, Nehemiah"
2021,Spring,2021-sp,BADM,340,Ethical Dilemmas of Business,ONL,0,28,0,1,1,1,0,2,0,1,0,0,0,0,"Barbeau, Aimee"
2021,Spring,2021-sp,BADM,340,Ethical Dilemmas of Business,ONL,0,36,0,1,2,0,0,1,0,0,0,0,0,0,"Barbeau, Aimee"
2021,Spring,2021-sp,BADM,340,Ethical Dilemmas of Business,ONL,7,22,6,1,2,0,0,0,0,0,0,0,0,0,"Noonan, James R"
2021,Spring,2021-sp,BADM,340,Ethical Dilemmas of Business,ONL,5,8,1,3,2,1,1,3,1,0,0,0,3,0,"Winter, Gretchen A"
2021,Spring,2021-sp,BADM,350,IT for Networked Organizations,ONL,4,37,17,4,1,0,1,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
2021,Spring,2021-sp,BADM,350,IT for Networked Organizations,ONL,4,16,9,9,3,0,0,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
2021,Spring,2021-sp,BADM,350,IT for Networked Organizations,ONL,0,8,16,1,2,0,0,1,0,0,1,0,0,0,"Parthasarathy, Rangarajan"
2021,Spring,2021-sp,BADM,350,IT for Networked Organizations,ONL,0,24,0,3,2,1,0,1,0,0,0,0,0,0,"Sachdev, Vishal"
2021,Spring,2021-sp,BADM,351,E-Business Management,ONL,46,9,1,4,0,2,0,0,0,0,0,0,0,0,"Mehta, Sameer"
2021,Spring,2021-sp,BADM,351,E-Business Management,ONL,29,15,4,7,4,3,0,0,0,0,0,0,0,0,"Mehta, Sameer"
2021,Spring,2021-sp,BADM,352,Database Design and Management,ONL,5,35,6,11,6,0,0,1,0,0,0,0,0,0,"Garimella, Aravinda"
